,Index,Subject,Block,Trial,TrialType,LeftContext,RightContext,LeftItem,RightItem,LeftRank,RightRank,D_Ranks,LeftValue,RightValue,D_Value,Choice,Correct,ChoiceRT,ITI,LeftTragetLoc,RightTragetLoc,LeftContext1,LeftContext2,RightContext1,RightContext2,att,LeftContext1_val,LeftContext2_val,RightContext1_val,RightContext2_val
114,115,201,2,25,Hh,High,Low,Camping_Chair,Body_Scale,37,23,14,18.07,10.7,7.37,1,1,583.33,915.45,2,1,Sushi_Kit,Pan,Chocolate,Cake,0,30,28.9,1.7,1.1
115,116,201,2,26,Hh,Low,High,Head_Lamp,Thermos,15,45,-30,6.9,23.97,-17.07,2,1,466.66,990.78,3,3,Flashlight,Stormtrooper_USB,Whiskey,Computer_Tray,0,3.8,3.366666667,30,29.1
116,117,201,2,27,Hh,Low,High,Mentos,Matress_Folded,18,27,-9,9.1,15,-5.9,2,1,766.29,948.25,3,2,Pizza,Flashlight,Whiskey,White_Wine,0,2.166666667,3.8,30,29.96666667
117,118,201,2,28,Hl,Low,High,Backpack,Women_Hairblower,41,30,11,19.37,16.2,3.17,1,1,883.16,1181.39,2,2,Chocolate,Cake,White_Wine,Computer_Tray,0,1.7,1.1,29.96666667,29.1
118,119,201,2,29,Hh,High,Low,Melon_Cutter,Scale_Kitchen,38,29,9,18.2,15.77,2.43,2,0,383.1,1020.56,2,1,Pan,Pulse_Clock,Cake,Flashlight,0,28.9,30,1.1,3.8
119,120,201,2,30,ll,Low,Low,Calculator,Beer,22,25,-3,10.33,12.03,-1.7,2,1,583.28,861.31,1,2,Chocolate,Stormtrooper_USB,Pizza,Pointer,0,1.7,3.366666667,2.166666667,0.733333333
120,121,201,2,31,Hh,Low,High,Sleeping_Bag,Women_Hairblower,20,30,-10,9.83,16.2,-6.37,1,0,566.35,1127.3,2,1,Gold_USB,Pointer,Sushi_Kit,Computer_Tray,0,0.5,0.733333333,30,29.1
121,122,201,2,32,Hh,Low,High,Kinder,Measuring_Tape,10,11,-1,4.63,5.13,-0.5,2,1,516.43,1007.35,2,3,Gold_USB,Newton_Cradle,White_Wine,Whiskey,0,0.5,1.333333333,29.96666667,30
122,123,201,2,33,Hl,Low,High,Heat_Blower,Melon_Cutter,43,38,5,21.1,18.2,2.9,1,1,483.19,1123.39,3,3,Pizza,Newton_Cradle,Whiskey,Vodka,0,2.166666667,1.333333333,30,30
123,124,201,2,34,Hl,Low,High,Kettle,Fan,21,19,2,10.07,9.4,0.67,1,1,958.36,1112.71,2,3,Stormtrooper_USB,Newton_Cradle,Computer_Tray,Sushi_Kit,0,3.366666667,1.333333333,29.1,30
124,125,201,2,35,Hl,Low,High,Women_Hairblower,Sleeping_Bag,30,20,10,16.2,9.83,6.37,1,1,483.03,1164.27,1,1,Gold_USB,Chocolate,Computer_Tray,Popcorn_Machine,0,0.5,1.7,29.1,30
125,126,201,2,36,Hh,Low,High,Parker_Pen,Toaster,35,47,-12,17.63,25.5,-7.87,2,1,349.81,951.46,3,3,Pointer,Cake,Vodka,Sushi_Kit,0,0.733333333,1.1,30,30
126,127,201,2,37,Hh,High,Low,Box_Pig,Wine,40,28,12,19,15.5,3.5,1,1,533.07,1185.32,3,3,Pulse_Clock,Sushi_Kit,Pointer,Chocolate,0,30,30,0.733333333,1.7
127,128,201,2,38,ll,Low,Low,Stove,Bottle,44,32,12,23.4,17.07,6.33,1,1,333.11,849.59,2,3,Flashlight,Stormtrooper_USB,Newton_Cradle,Pizza,0,3.8,3.366666667,1.333333333,2.166666667
128,129,201,2,39,Hh,Low,High,Body_Scale,Bottle,23,32,-9,10.7,17.07,-6.37,2,1,683.04,886.05,2,2,Stormtrooper_USB,Cake,Vodka,Sushi_Kit,0,3.366666667,1.1,30,30
129,130,201,2,40,ll,Low,Low,Heat_Blower,Melon_Cutter,43,38,5,21.1,18.2,2.9,1,1,599.84,1071.69,1,2,Pointer,Flashlight,Flashlight,Newton_Cradle,0,0.733333333,3.8,3.8,1.333333333
130,131,201,2,41,Hl,Low,High,Picnic_Cooler,Mouse,36,26,10,17.73,14.1,3.63,1,1,533.16,833.71,1,2,Newton_Cradle,Cake,Vodka,White_Wine,0,1.333333333,1.1,30,29.96666667
131,132,201,2,42,hh,High,High,Calculator,Beer,22,25,-3,10.33,12.03,-1.7,2,1,499.81,1146.53,3,3,Sushi_Kit,Popcorn_Machine,White_Wine,Whiskey,0,30,30,29.96666667,30
132,133,201,2,43,ll,Low,Low,Box_Pig,Matress_Folded,40,27,13,19,15,4,1,1,383.23,1094.92,3,1,Stormtrooper_USB,Chocolate,Flashlight,Pointer,0,3.366666667,1.7,3.8,0.733333333
133,134,201,2,44,hh,High,High,Picnic_Cooler,Body_Scale,36,23,13,17.73,10.7,7.03,1,1,832.98,861.53,1,2,Pan,Vodka,Sushi_Kit,Vodka,0,28.9,30,30,30
134,135,201,2,45,Hl,Low,High,Melon_Cutter,Earphones,38,31,7,18.2,16.7,1.5,2,0,416.6,1048.6,2,3,Stormtrooper_USB,Flashlight,Vodka,Sushi_Kit,0,3.366666667,3.8,30,30
135,136,201,2,46,Hh,High,Low,Mentos,Battery,18,9,9,9.1,4,5.1,1,1,632.87,1116.36,3,3,Computer_Tray,Popcorn_Machine,Newton_Cradle,Stormtrooper_USB,0,29.1,30,1.333333333,3.366666667
136,137,201,2,47,Hl,Low,High,Mentos,Battery,18,9,9,9.1,4,5.1,1,1,549.77,1025.53,1,1,Stormtrooper_USB,Pizza,Sushi_Kit,Popcorn_Machine,0,3.366666667,2.166666667,30,30
137,138,201,2,48,ll,Low,Low,Measuring_Tape,Mouse,11,26,-15,5.13,14.1,-8.97,1,0,483.09,1092.81,3,1,Chocolate,Stormtrooper_USB,Newton_Cradle,Pizza,0,1.7,3.366666667,1.333333333,2.166666667
138,139,201,2,49,Hl,Low,High,Measuring_Tape,Kinder,11,10,1,5.13,4.63,0.5,1,1,616.55,867.37,1,2,Chocolate,Gold_USB,Sushi_Kit,Computer_Tray,0,1.7,0.5,30,29.1
139,140,201,2,50,hh,High,High,Scale_Kitchen,Head_Lamp,29,15,14,15.77,6.9,8.87,1,1,949.77,837.89,1,3,Popcorn_Machine,Pan,Sushi_Kit,Whiskey,0,30,28.9,30,30
140,141,201,2,51,Hl,Low,High,Coffee_Machine,Portable_Speaker,48,33,15,26.23,17.6,8.63,1,1,1016.5,923.1,1,2,Gold_USB,Pointer,Vodka,Pulse_Clock,0,0.5,0.733333333,30,30
141,142,201,2,52,hh,High,High,Erasable_Board,Tea_Box,14,24,-10,6.53,11.43,-4.9,2,1,533.42,1119.17,2,3,Pulse_Clock,White_Wine,Vodka,Popcorn_Machine,0,30,29.96666667,30,30
142,143,201,2,53,hh,High,High,Women_Hairblower,Backpack,30,41,-11,16.2,19.37,-3.17,2,1,449.96,1188.22,2,2,White_Wine,Whiskey,Vodka,Computer_Tray,0,29.96666667,30,30,29.1
143,144,201,2,54,hh,High,High,Bottle,Fan,32,19,13,17.07,9.4,7.67,1,1,650.16,985.64,3,3,Whiskey,Popcorn_Machine,Computer_Tray,Sushi_Kit,0,30,30,29.1,30
144,145,201,2,55,Hl,Low,High,Coffee_Machine,Tea_Box,48,24,24,26.23,11.43,14.8,1,1,499.7,1021.68,3,3,Gold_USB,Newton_Cradle,Pulse_Clock,Sushi_Kit,0,0.5,1.333333333,30,30
145,146,201,2,56,Hl,Low,High,Matress_Folded,Carpet_Candy,27,17,10,15,8.57,6.43,1,1,433.07,995.78,2,2,Cake,Pizza,Vodka,Popcorn_Machine,0,1.1,2.166666667,30,30
146,147,201,2,57,Hl,High,Low,Scale_Kitchen,Thermos,29,45,-16,15.77,23.97,-8.2,2,1,499.67,836.9,2,1,Whiskey,White_Wine,Gold_USB,Pointer,0,30,29.96666667,0.5,0.733333333
147,148,201,2,58,Hh,Low,High,Erasable_Board,Tea_Box,14,24,-10,6.53,11.43,-4.9,2,1,749.74,985.26,3,3,Pizza,Newton_Cradle,Whiskey,Pan,0,2.166666667,1.333333333,30,28.9
148,149,201,2,59,hh,High,High,Picnic_Cooler,Mouse,36,26,10,17.73,14.1,3.63,1,1,532.99,830.21,1,2,Pulse_Clock,Computer_Tray,Sushi_Kit,Popcorn_Machine,0,30,29.1,30,30
149,150,201,2,60,Hh,High,Low,Beer,Calculator,25,22,3,12.03,10.33,1.7,1,1,599.81,1137.24,1,1,Pan,Vodka,Stormtrooper_USB,Pizza,0,28.9,30,3.366666667,2.166666667
150,151,201,2,61,Hh,High,Low,Bottle,Fan,32,19,13,17.07,9.4,7.67,1,1,516.41,1154.68,1,1,Pulse_Clock,Sushi_Kit,Stormtrooper_USB,Gold_USB,0,30,30,3.366666667,0.5
151,152,201,2,62,Hl,Low,High,Iron,Box_Pig,46,40,6,24.47,19,5.47,2,0,499.86,1168.25,3,2,Stormtrooper_USB,Chocolate,Whiskey,Pulse_Clock,0,3.366666667,1.7,30,30
152,153,201,2,63,ll,Low,Low,Body_Scale,Camping_Chair,23,37,-14,10.7,18.07,-7.37,2,1,449.72,1172.04,3,3,Chocolate,Flashlight,Chocolate,Pizza,0,1.7,3.8,1.7,2.166666667
153,154,201,2,64,Hl,High,Low,Pringles,Mentos,16,18,-2,8.23,9.1,-0.87,1,0,1083.14,805.11,1,2,Computer_Tray,Popcorn_Machine,Pointer,Stormtrooper_USB,0,29.1,30,0.733333333,3.366666667
154,155,201,2,65,Hh,Low,High,Mentos,Picnic_Cooler,18,36,-18,9.1,17.73,-8.63,2,1,683.23,839.55,3,3,Flashlight,Newton_Cradle,Computer_Tray,Pan,0,3.8,1.333333333,29.1,28.9
155,156,201,2,66,ll,Low,Low,Mentos,Pringles,18,16,2,9.1,8.23,0.87,2,0,566.33,1040.06,2,1,Newton_Cradle,Pizza,Gold_USB,Chocolate,0,1.333333333,2.166666667,0.5,1.7
156,157,201,2,67,hh,High,High,Measuring_Tape,Mouse,11,26,-15,5.13,14.1,-8.97,1,0,499.88,965.55,1,2,Popcorn_Machine,Sushi_Kit,Computer_Tray,Popcorn_Machine,0,30,30,29.1,30
157,158,201,2,68,hh,High,High,Battery,Head_Lamp,9,15,-6,4,6.9,-2.9,2,1,799.94,1011.49,2,3,Computer_Tray,Vodka,Pan,White_Wine,0,29.1,30,28.9,29.96666667
158,159,201,2,69,Hl,High,Low,Kinder,Women_Hairblower,10,30,-20,4.63,16.2,-11.57,2,1,566.4,827.38,2,3,Computer_Tray,Popcorn_Machine,Flashlight,Pointer,0,29.1,30,3.8,0.733333333
159,160,201,2,70,Hl,Low,High,Iron,Mentos,46,18,28,24.47,9.1,15.37,2,0,1033.14,988,3,2,Pointer,Chocolate,Sushi_Kit,Popcorn_Machine,0,0.733333333,1.7,30,30
160,161,201,2,71,ll,Low,Low,Tea_Box,Coffee_Machine,24,48,-24,11.43,26.23,-14.8,2,1,516.6,926.8,2,3,Pointer,Stormtrooper_USB,Flashlight,Stormtrooper_USB,0,0.733333333,3.366666667,3.8,3.366666667
161,162,201,2,72,ll,Low,Low,Iron,Mentos,46,18,28,24.47,9.1,15.37,1,1,933.18,807.73,2,2,Pointer,Stormtrooper_USB,Cake,Flashlight,0,0.733333333,3.366666667,1.1,3.8
162,163,201,2,73,ll,Low,Low,Bottle,Body_Scale,32,23,9,17.07,10.7,6.37,1,1,499.75,1172.99,2,2,Stormtrooper_USB,Pointer,Pizza,Flashlight,0,3.366666667,0.733333333,2.166666667,3.8
163,164,201,2,74,Hl,High,Low,Women_Hairblower,Chef_Knife,30,34,-4,16.2,17.6,-1.4,2,1,1066.54,1087.39,2,1,White_Wine,Sushi_Kit,Pointer,Newton_Cradle,0,29.96666667,30,0.733333333,1.333333333
164,165,201,2,75,Hh,High,Low,Scale_Kitchen,Kettle,29,21,8,15.77,10.07,5.7,1,1,633.17,1063.65,3,2,Pan,Sushi_Kit,Flashlight,Gold_USB,0,28.9,30,3.8,0.5
165,166,201,2,76,ll,Low,Low,Box_Pig,Wine,40,28,12,19,15.5,3.5,2,0,683.25,969.07,2,1,Newton_Cradle,Flashlight,Cake,Newton_Cradle,0,1.333333333,3.8,1.1,1.333333333
166,167,201,2,77,Hh,High,Low,Mentos,Pringles,18,16,2,9.1,8.23,0.87,2,0,899.82,889.61,1,1,Pulse_Clock,Popcorn_Machine,Gold_USB,Flashlight,0,30,30,0.5,3.8
167,168,201,2,78,Hh,Low,High,Parker_Pen,Stove,35,44,-9,17.63,23.4,-5.77,1,0,1283.15,883.34,2,3,Gold_USB,Stormtrooper_USB,Sushi_Kit,White_Wine,0,0.5,3.366666667,30,29.96666667
168,169,201,2,79,hh,High,High,Pringles,Mentos,16,18,-2,8.23,9.1,-0.87,1,0,1299.95,1148.88,3,1,Popcorn_Machine,Vodka,White_Wine,Pulse_Clock,0,30,30,29.96666667,30
169,170,201,2,80,Hl,High,Low,Body_Scale,Women_Hairblower,23,30,-7,10.7,16.2,-5.5,2,1,249.96,1028.87,2,3,Popcorn_Machine,Pan,Pizza,Cake,0,30,28.9,2.166666667,1.1
170,171,201,2,81,Hh,Low,High,Mouse,Picnic_Cooler,26,36,-10,14.1,17.73,-3.63,2,1,382.99,1153.61,1,1,Flashlight,Stormtrooper_USB,Vodka,White_Wine,0,3.8,3.366666667,30,29.96666667
171,172,201,2,82,Hh,Low,High,Body_Scale,Picnic_Cooler,23,36,-13,10.7,17.73,-7.03,2,1,416.38,921.67,1,3,Chocolate,Stormtrooper_USB,Vodka,White_Wine,0,1.7,3.366666667,30,29.96666667
172,173,201,2,83,hh,High,High,Body_Scale,Bottle,23,32,-9,10.7,17.07,-6.37,2,1,766.53,1049.31,2,1,Computer_Tray,Pulse_Clock,Sushi_Kit,Computer_Tray,0,29.1,30,30,29.1
173,174,201,2,84,Hh,Low,High,Head_Lamp,Scale_Kitchen,15,29,-14,6.9,15.77,-8.87,2,1,949.92,1192.75,2,2,Flashlight,Pizza,White_Wine,Computer_Tray,0,3.8,2.166666667,29.96666667,29.1
174,175,201,2,85,ll,Low,Low,Measuring_Tape,Kinder,11,10,1,5.13,4.63,0.5,1,1,599.66,1023.11,3,1,Pizza,Cake,Chocolate,Newton_Cradle,0,2.166666667,1.1,1.7,1.333333333
175,176,201,2,86,Hh,High,Low,Iron,Mentos,46,18,28,24.47,9.1,15.37,1,1,533.17,1065.46,1,3,Pan,Popcorn_Machine,Gold_USB,Pointer,0,28.9,30,0.5,0.733333333
176,177,201,2,87,Hh,High,Low,Penknife,Parker_Pen,42,35,7,19.83,17.63,2.2,1,1,599.86,1031.33,2,2,Sushi_Kit,White_Wine,Flashlight,Pointer,0,30,29.96666667,3.8,0.733333333
177,178,201,2,88,Hh,Low,High,Beer,Wine,25,28,-3,12.03,15.5,-3.47,2,1,999.84,845.57,3,1,Cake,Newton_Cradle,Popcorn_Machine,White_Wine,0,1.1,1.333333333,30,29.96666667
178,179,201,2,89,ll,Low,Low,Backpack,Women_Hairblower,41,30,11,19.37,16.2,3.17,1,1,549.91,954.37,3,2,Pointer,Stormtrooper_USB,Pointer,Newton_Cradle,0,0.733333333,3.366666667,0.733333333,1.333333333
179,180,201,2,90,hh,High,High,Bottle,Stove,32,44,-12,17.07,23.4,-6.33,2,1,1016.59,1097.29,1,1,Sushi_Kit,Pan,Pan,Pulse_Clock,0,30,28.9,28.9,30
180,1,201,1,1,No_context,None,None,Earphones,Matress_Folded,31,27,4,16.7,15,1.7,2,0,266.38,912.35,,,,,,,0,,,,
181,2,201,1,2,No_context,None,None,Matress_Folded,Chef_Knife,27,34,-7,15,17.6,-2.6,2,1,332.74,977.54,,,,,,,0,,,,
182,3,201,1,3,No_context,None,None,Iron,Box_Pig,46,40,6,24.47,19,5.47,2,0,316.23,989.49,,,,,,,0,,,,
183,4,201,1,4,No_context,None,None,Parker_Pen,Tea_Box,35,24,11,17.63,11.43,6.2,1,1,332.89,1017.21,,,,,,,0,,,,
184,5,201,1,5,No_context,None,None,Toaster,Kettle,47,21,26,25.5,10.07,15.43,1,1,316.1,987.63,,,,,,,0,,,,
185,6,201,1,6,No_context,None,None,Thermos,Head_Lamp,45,15,30,23.97,6.9,17.07,1,1,333.02,1019.62,,,,,,,0,,,,
186,7,201,1,7,No_context,None,None,Camping_Chair,Bottle,37,32,5,18.07,17.07,1,1,1,516.44,929.89,,,,,,,0,,,,
187,8,201,1,8,No_context,None,None,Melon_Cutter,Heat_Blower,38,43,-5,18.2,21.1,-2.9,2,1,266.61,856.92,,,,,,,0,,,,
188,9,201,1,9,No_context,None,None,Camping_Chair,Bottle,37,32,5,18.07,17.07,1,1,1,316.69,1030.82,,,,,,,0,,,,
189,10,201,1,10,No_context,None,None,Wine,Bottle,28,32,-4,15.5,17.07,-1.57,1,0,333.05,816.6,,,,,,,0,,,,
190,11,201,1,11,No_context,None,None,Bottle,Stove,32,44,-12,17.07,23.4,-6.33,2,1,350.08,1195.79,,,,,,,0,,,,
191,12,201,1,12,No_context,None,None,Chef_Knife,Body_Scale,34,23,11,17.6,10.7,6.9,1,1,583.2,1167.35,,,,,,,0,,,,
192,13,201,1,13,No_context,None,None,Fan,Kettle,19,21,-2,9.4,10.07,-0.67,2,1,999.83,1004.96,,,,,,,0,,,,
193,14,201,1,14,No_context,None,None,Picnic_Cooler,Body_Scale,36,23,13,17.73,10.7,7.03,1,1,399.93,1104.52,,,,,,,0,,,,
194,15,201,1,15,No_context,None,None,Tea_Box,Parker_Pen,24,35,-11,11.43,17.63,-6.2,2,1,366.69,928.48,,,,,,,0,,,,
195,16,201,1,16,No_context,None,None,Picnic_Cooler,Mentos,36,18,18,17.73,9.1,8.63,1,1,566.42,961.18,,,,,,,0,,,,
196,17,201,1,17,No_context,None,None,Heat_Blower,Melon_Cutter,43,38,5,21.1,18.2,2.9,1,1,1083.13,1119.1,,,,,,,0,,,,
197,18,201,1,18,No_context,None,None,Mouse,Measuring_Tape,26,11,15,14.1,5.13,8.97,2,0,366.74,1086.21,,,,,,,0,,,,
198,19,201,1,19,No_context,None,None,Women_Hairblower,Sleeping_Bag,30,20,10,16.2,9.83,6.37,1,1,799.76,983.03,,,,,,,0,,,,
199,20,201,1,20,No_context,None,None,Kettle,Measuring_Tape,21,11,10,10.07,5.13,4.93,2,0,1166.39,1011.96,,,,,,,0,,,,
200,21,201,1,21,No_context,None,None,Body_Scale,Camping_Chair,23,37,-14,10.7,18.07,-7.37,2,1,299.92,1047.85,,,,,,,0,,,,
201,22,201,1,22,No_context,None,None,Coffee_Machine,Portable_Speaker,48,33,15,26.23,17.6,8.63,1,1,283.08,1118.35,,,,,,,0,,,,
202,23,201,1,23,No_context,None,None,Parker_Pen,Stove,35,44,-9,17.63,23.4,-5.77,1,0,399.82,1025.4,,,,,,,0,,,,
203,24,201,1,24,No_context,None,None,Beer,Wine,25,28,-3,12.03,15.5,-3.47,1,0,383.12,812.17,,,,,,,0,,,,
204,25,201,1,25,No_context,None,None,Wine,Box_Pig,28,40,-12,15.5,19,-3.5,1,0,299.66,944.81,,,,,,,0,,,,
205,26,201,1,26,No_context,None,None,Women_Hairblower,Chef_Knife,30,34,-4,16.2,17.6,-1.4,2,1,299.71,863.59,,,,,,,0,,,,
206,27,201,1,27,No_context,None,None,Head_Lamp,Thermos,15,45,-30,6.9,23.97,-17.07,2,1,399.88,1189.13,,,,,,,0,,,,
207,28,201,1,28,No_context,None,None,Measuring_Tape,Kinder,11,10,1,5.13,4.63,0.5,2,0,549.77,1194.82,,,,,,,0,,,,
208,29,201,1,29,No_context,None,None,Earphones,Melon_Cutter,31,38,-7,16.7,18.2,-1.5,2,1,266.38,1151.55,,,,,,,0,,,,
209,30,201,1,30,No_context,None,None,Fan,Portable_Speaker,19,33,-14,9.4,17.6,-8.2,2,1,316.5,945.15,,,,,,,0,,,,
210,31,201,1,31,No_context,None,None,Parker_Pen,Box_Pig,35,40,-5,17.63,19,-1.37,2,1,283.06,823.22,,,,,,,0,,,,
211,32,201,1,32,No_context,None,None,Toaster,Kettle,47,21,26,25.5,10.07,15.43,1,1,366.29,1195.43,,,,,,,0,,,,
212,33,201,1,33,No_context,None,None,Erasable_Board,Pasta_Strainer,14,13,1,6.53,5.83,0.7,2,0,399.85,1017.29,,,,,,,0,,,,
213,34,201,1,34,No_context,None,None,Tea_Box,Erasable_Board,24,14,10,11.43,6.53,4.9,1,1,549.75,1103.53,,,,,,,0,,,,
214,35,201,1,35,No_context,None,None,Parker_Pen,Toaster,35,47,-12,17.63,25.5,-7.87,2,1,333.33,1126.75,,,,,,,0,,,,
215,36,201,1,36,No_context,None,None,Erasable_Board,Tea_Box,14,24,-10,6.53,11.43,-4.9,2,1,316.89,1128.54,,,,,,,0,,,,
216,37,201,1,37,No_context,None,None,Picnic_Cooler,Coffee_Machine,36,48,-12,17.73,26.23,-8.5,2,1,249.72,936.1,,,,,,,0,,,,
217,38,201,1,38,No_context,None,None,Mouse,Picnic_Cooler,26,36,-10,14.1,17.73,-3.63,2,1,316.67,804.3,,,,,,,0,,,,
218,39,201,1,39,No_context,None,None,Parker_Pen,Box_Pig,35,40,-5,17.63,19,-1.37,2,1,266.59,1105.66,,,,,,,0,,,,
219,40,201,1,40,No_context,None,None,Women_Hairblower,Sleeping_Bag,30,20,10,16.2,9.83,6.37,1,1,333.32,1125.9,,,,,,,0,,,,
220,41,201,1,41,No_context,None,None,Mentos,Pringles,18,16,2,9.1,8.23,0.87,2,0,566.39,933.84,,,,,,,0,,,,
221,42,201,1,42,No_context,None,None,Picnic_Cooler,Body_Scale,36,23,13,17.73,10.7,7.03,1,1,333.13,885.14,,,,,,,0,,,,
222,43,201,1,43,No_context,None,None,Carpet_Candy,Beer,17,25,-8,8.57,12.03,-3.47,2,1,699.71,1032.07,,,,,,,0,,,,
223,44,201,1,44,No_context,None,None,Women_Hairblower,Body_Scale,30,23,7,16.2,10.7,5.5,1,1,299.51,1091.18,,,,,,,0,,,,
224,45,201,1,45,No_context,None,None,Flight_Pillow,Stove,12,44,-32,5.73,23.4,-17.67,2,1,466.33,1144.22,,,,,,,0,,,,
225,46,201,1,46,No_context,None,None,Erasable_Board,Portable_Speaker,14,33,-19,6.53,17.6,-11.07,2,1,366.62,1146.07,,,,,,,0,,,,
226,47,201,1,47,No_context,None,None,Penknife,Mouse,42,26,16,19.83,14.1,5.73,1,1,283.31,1106.14,,,,,,,0,,,,
227,48,201,1,48,No_context,None,None,Matress_Folded,Earphones,27,31,-4,15,16.7,-1.7,1,0,283.12,861.45,,,,,,,0,,,,
228,49,201,1,49,No_context,None,None,Kinder,Women_Hairblower,10,30,-20,4.63,16.2,-11.57,2,1,249.75,1184.39,,,,,,,0,,,,
229,50,201,1,50,No_context,None,None,Pasta_Strainer,Kettle,13,21,-8,5.83,10.07,-4.23,1,0,299.97,987.81,,,,,,,0,,,,
230,51,201,1,51,No_context,None,None,Women_Hairblower,Backpack,30,41,-11,16.2,19.37,-3.17,2,1,283.08,1189.95,,,,,,,0,,,,
231,52,201,1,52,No_context,None,None,Wine,Bottle,28,32,-4,15.5,17.07,-1.57,1,0,349.72,921.86,,,,,,,0,,,,
232,53,201,1,53,No_context,None,None,Women_Hairblower,Kinder,30,10,20,16.2,4.63,11.57,1,1,283.38,1009.38,,,,,,,0,,,,
233,54,201,1,54,No_context,None,None,Box_Pig,Iron,40,46,-6,19,24.47,-5.47,2,1,433.45,1049.57,,,,,,,0,,,,
234,55,201,1,55,No_context,None,None,Calculator,Table_Lamp,22,39,-17,10.33,18.8,-8.47,2,1,566.57,1159.14,,,,,,,0,,,,
235,56,201,1,56,No_context,None,None,Head_Lamp,Scale_Kitchen,15,29,-14,6.9,15.77,-8.87,2,1,266.18,1080.07,,,,,,,0,,,,
236,57,201,1,57,No_context,None,None,Women_Hairblower,Chef_Knife,30,34,-4,16.2,17.6,-1.4,2,1,366.62,1140.89,,,,,,,0,,,,
237,58,201,1,58,No_context,None,None,Chef_Knife,Matress_Folded,34,27,7,17.6,15,2.6,2,0,349.91,879.18,,,,,,,0,,,,
238,59,201,1,59,No_context,None,None,Camping_Chair,Body_Scale,37,23,14,18.07,10.7,7.37,1,1,433.3,881.23,,,,,,,0,,,,
239,60,201,1,60,No_context,None,None,Beer,Carpet_Candy,25,17,8,12.03,8.57,3.47,1,1,349.69,816.89,,,,,,,0,,,,
240,61,201,2,1,No_context,None,None,Body_Scale,Chef_Knife,23,34,-11,10.7,17.6,-6.9,2,1,349.96,871.04,,,,,,,0,,,,
241,62,201,2,2,No_context,None,None,Penknife,Parker_Pen,42,35,7,19.83,17.63,2.2,1,1,316.41,902.03,,,,,,,0,,,,
242,63,201,2,3,No_context,None,None,Stove,Flight_Pillow,44,12,32,23.4,5.73,17.67,1,1,316.44,906.06,,,,,,,0,,,,
243,64,201,2,4,No_context,None,None,Women_Hairblower,Body_Scale,30,23,7,16.2,10.7,5.5,1,1,349.71,922.01,,,,,,,0,,,,
244,65,201,2,5,No_context,None,None,Mentos,Scale_Kitchen,18,29,-11,9.1,15.77,-6.67,2,1,483.19,1140.79,,,,,,,0,,,,
245,66,201,2,6,No_context,None,None,Picnic_Cooler,Mentos,36,18,18,17.73,9.1,8.63,1,1,399.85,1038.55,,,,,,,0,,,,
246,67,201,2,7,No_context,None,None,Scale_Kitchen,Kettle,29,21,8,15.77,10.07,5.7,1,1,349.61,888.4,,,,,,,0,,,,
247,68,201,2,8,No_context,None,None,Scale_Kitchen,Kettle,29,21,8,15.77,10.07,5.7,1,1,382.92,845.46,,,,,,,0,,,,
248,69,201,2,9,No_context,None,None,Mouse,Penknife,26,42,-16,14.1,19.83,-5.73,2,1,599.98,1027.51,,,,,,,0,,,,
249,70,201,2,10,No_context,None,None,Erasable_Board,Portable_Speaker,14,33,-19,6.53,17.6,-11.07,2,1,433.42,947.88,,,,,,,0,,,,
250,71,201,2,11,No_context,None,None,Melon_Cutter,Scale_Kitchen,38,29,9,18.2,15.77,2.43,2,0,266.44,1172.56,,,,,,,0,,,,
251,72,201,2,12,No_context,None,None,Fan,Kettle,19,21,-2,9.4,10.07,-0.67,2,1,432.96,1172.93,,,,,,,0,,,,
252,73,201,2,13,No_context,None,None,Bottle,Fan,32,19,13,17.07,9.4,7.67,1,1,299.82,872.79,,,,,,,0,,,,
253,74,201,2,14,No_context,None,None,Parker_Pen,Toaster,35,47,-12,17.63,25.5,-7.87,2,1,300.03,1033.75,,,,,,,0,,,,
254,75,201,2,15,No_context,None,None,Portable_Speaker,Coffee_Machine,33,48,-15,17.6,26.23,-8.63,2,1,283.35,937.56,,,,,,,0,,,,
255,76,201,2,16,No_context,None,None,Erasable_Board,Pasta_Strainer,14,13,1,6.53,5.83,0.7,2,0,583.22,1032.42,,,,,,,0,,,,
256,77,201,2,17,No_context,None,None,Box_Pig,Matress_Folded,40,27,13,19,15,4,1,1,350,838.95,,,,,,,0,,,,
257,78,201,2,18,No_context,None,None,Picnic_Cooler,Coffee_Machine,36,48,-12,17.73,26.23,-8.5,2,1,283.29,936.87,,,,,,,0,,,,
258,79,201,2,19,No_context,None,None,Coffee_Machine,Tea_Box,48,24,24,26.23,11.43,14.8,1,1,316.29,1109.13,,,,,,,0,,,,
259,80,201,2,20,No_context,None,None,Picnic_Cooler,Mouse,36,26,10,17.73,14.1,3.63,1,1,383.15,1177.77,,,,,,,0,,,,
260,81,201,2,21,No_context,None,None,Battery,Mentos,9,18,-9,4,9.1,-5.1,2,1,316.73,905.41,,,,,,,0,,,,
261,82,201,2,22,No_context,None,None,Box_Pig,Iron,40,46,-6,19,24.47,-5.47,2,1,266.47,887.84,,,,,,,0,,,,
262,83,201,2,23,No_context,None,None,Bottle,Body_Scale,32,23,9,17.07,10.7,6.37,1,1,316.32,817.72,,,,,,,0,,,,
