,Index,Subject,Block,Trial,TrialType,LeftContext,RightContext,LeftItem,RightItem,LeftRank,RightRank,D_Ranks,LeftValue,RightValue,D_Value,Choice,Correct,ChoiceRT,ITI,LeftTragetLoc,RightTragetLoc,LeftContext1,LeftContext2,RightContext1,RightContext2,att,LeftContext1_val,LeftContext2_val,RightContext1_val,RightContext2_val
5322,2,221,1,2,hh,High,High,Pointer,Bottle,36,18,18,25.07,12.23,12.83,1,1,1060.63,1073.53,2,2,Stove,Electric_Toothbrush,Electric_Toothbrush,Vodka,1,29.26666667,29.4,29.4,29.93333333
5323,3,221,1,3,Hl,Low,High,Box_Pig,Stormtrooper_USB,14,13,1,10.93,10.43,0.5,2,0,1118.12,1006.79,3,2,Tea_Box,Gold_USB,Battery,Stove,1,7.966666667,3.466666667,29.76666667,29.26666667
5324,4,221,1,4,hh,High,High,Pointer,Portable_Speaker,36,48,-12,25.07,27.93,-2.87,2,1,800.04,820.55,1,2,Vodka,Earphones,Heat_Blower,Toaster,1,29.93333333,29.16666667,30,30
5325,5,221,1,5,ll,Low,Low,Calculator,Box_Pig,24,14,10,17.13,10.93,6.2,2,0,750.85,964.6,2,2,Parker_Pen,Beer,Parker_Pen,Beer,1,6.766666667,5.3,6.766666667,5.3
5326,6,221,1,6,Hl,Low,High,Mentos,Computer_Tray,21,19,2,14.4,12.8,1.6,1,1,660.52,890.54,3,2,Tea_Box,Parker_Pen,Electric_Toothbrush,Thermos,1,7.966666667,6.766666667,29.4,29.36666667
5327,7,221,1,7,ll,Low,Low,Matress_Folded,White_Wine,25,22,3,17.2,15.03,2.17,2,0,619.31,1127.51,1,1,Beer,Newton_Cradle,Gold_USB,Mouse,1,5.3,1.4,3.466666667,6.766666667
5328,8,221,1,8,Hl,High,Low,Kinder,Women_Hairblower,27,40,-13,20.73,26.63,-5.9,1,0,1303.52,1063.98,3,1,Heat_Blower,Battery,Coffee_Machine,Backpack,1,30,29.76666667,4.966666667,7.333333333
5329,9,221,1,9,ll,Low,Low,Pulse_Clock,Pasta_Strainer,44,32,12,27,22,5,2,0,515.35,925.4,3,1,Newton_Cradle,Gold_USB,Backpack,Tea_Box,1,1.4,3.466666667,7.333333333,7.966666667
5330,10,221,1,10,Hh,Low,High,Stormtrooper_USB,Box_Pig,13,14,-1,10.43,10.93,-0.5,1,0,1065.4,1008.72,3,1,Coffee_Machine,Gold_USB,Electric_Toothbrush,Earphones,1,4.966666667,3.466666667,29.4,29.16666667
5331,11,221,1,11,Hl,Low,High,Bottle,Erasable_Board,18,16,2,12.23,10.97,1.27,1,1,1189.33,1046.97,1,1,Parker_Pen,Mouse,Thermos,Toaster,1,6.766666667,6.766666667,29.36666667,30
5332,12,221,1,12,Hl,High,Low,Mentos,Flashlight,21,29,-8,14.4,21.23,-6.83,2,1,984.46,1028.38,2,1,Heat_Blower,Stove,Mouse,Backpack,1,30,29.26666667,6.766666667,7.333333333
5333,13,221,1,13,Hl,Low,High,Flashlight,Bottle,29,18,11,21.23,12.23,9,1,1,1253.86,1049.38,2,2,Mouse,Beer,Earphones,Electric_Toothbrush,1,6.766666667,5.3,29.16666667,29.4
5334,14,221,1,14,Hh,High,Low,Calculator,Box_Pig,24,14,10,17.13,10.93,6.2,1,1,1078.56,824.67,3,2,Vodka,Toaster,Mouse,Coffee_Machine,1,29.93333333,30,6.766666667,4.966666667
5335,15,221,1,15,hh,High,High,Women_Hairblower,Kinder,40,27,13,26.63,20.73,5.9,1,1,1372.67,985.89,2,1,Stove,Battery,Thermos,Electric_Toothbrush,1,29.26666667,29.76666667,29.36666667,29.4
5336,16,221,1,16,Hl,High,Low,Flight_Pillow,Flashlight,15,29,-14,10.93,21.23,-10.3,1,0,1093,1067.86,1,1,Earphones,Heat_Blower,Gold_USB,Beer,1,29.16666667,30,3.466666667,5.3
5337,17,221,1,17,Hl,High,Low,Carpet_Candy,Camping_Burner,23,34,-11,15.53,22.53,-7,2,1,922.62,1097.91,2,2,Vodka,Earphones,Tea_Box,Newton_Cradle,1,29.93333333,29.16666667,7.966666667,1.4
5338,18,221,1,18,Hh,High,Low,Pasta_Strainer,Carpet_Candy,32,23,9,22,15.53,6.47,1,1,895.01,1186.37,1,2,Stove,Heat_Blower,Mouse,Tea_Box,1,29.26666667,30,6.766666667,7.966666667
5339,19,221,1,19,hh,High,High,Pointer,Carpet_Candy,36,23,13,25.07,15.53,9.53,1,1,1056.01,1129.81,1,3,Thermos,Battery,Stove,Electric_Toothbrush,1,29.36666667,29.76666667,29.26666667,29.4
5340,20,221,1,20,hh,High,High,Portable_Speaker,Calculator,48,24,24,27.93,17.13,10.8,1,1,984.59,1052.14,1,3,Earphones,Heat_Blower,Battery,Thermos,1,29.16666667,30,29.76666667,29.36666667
5341,21,221,1,21,Hh,High,Low,Iron,Mentos,47,21,26,27.7,14.4,13.3,1,1,877.25,985.79,3,2,Battery,Earphones,Coffee_Machine,Mouse,1,29.76666667,29.16666667,4.966666667,6.766666667
5342,22,221,1,22,Hh,High,Low,Flashlight,Mentos,29,21,8,21.23,14.4,6.83,1,1,1090.82,1150.73,1,1,Stove,Heat_Blower,Tea_Box,Beer,1,29.26666667,30,7.966666667,5.3
5343,23,221,1,23,ll,Low,Low,Body_Scale,Sushi_Kit,38,43,-5,26.2,26.8,-0.6,2,1,826.31,816.02,2,1,Coffee_Machine,Parker_Pen,Beer,Newton_Cradle,1,4.966666667,6.766666667,5.3,1.4
5344,24,221,1,24,Hl,High,Low,Box_Pig,Calculator,14,24,-10,10.93,17.13,-6.2,2,1,1353.9,1161.97,2,2,Thermos,Toaster,Parker_Pen,Newton_Cradle,1,29.36666667,30,6.766666667,1.4
5345,25,221,1,25,Hh,High,Low,Pasta_Strainer,Computer_Tray,32,19,13,22,12.8,9.2,1,1,871.2,969.42,1,2,Heat_Blower,Toaster,Mouse,Beer,1,30,30,6.766666667,5.3
5346,26,221,1,26,Hh,High,Low,Flashlight,Flight_Pillow,29,15,14,21.23,10.93,10.3,1,1,963.26,963.12,1,1,Stove,Toaster,Mouse,Tea_Box,1,29.26666667,30,6.766666667,7.966666667
5347,27,221,1,27,Hl,Low,High,Pointer,Shaving_Machine,36,26,10,25.07,19.7,5.37,2,0,1200.96,892.35,3,3,Beer,Coffee_Machine,Electric_Toothbrush,Vodka,1,5.3,4.966666667,29.4,29.93333333
5348,28,221,1,28,Hh,High,Low,Pasta_Strainer,Cake,32,28,4,22,21.03,0.97,1,1,1053.65,827.7,2,1,Heat_Blower,Toaster,Newton_Cradle,Mouse,1,30,30,1.4,6.766666667
5349,29,221,1,29,Hl,High,Low,Measuring_Tape,Flight_Pillow,9,15,-6,8.93,10.93,-2,1,0,898.82,814.78,3,1,Earphones,Heat_Blower,Gold_USB,Tea_Box,1,29.16666667,30,3.466666667,7.966666667
5350,30,221,1,30,Hl,High,Low,Calculator,Portable_Speaker,24,48,-24,17.13,27.93,-10.8,2,1,914.62,820.38,2,3,Electric_Toothbrush,Toaster,Gold_USB,Beer,1,29.4,30,3.466666667,5.3
5351,31,221,1,31,ll,Low,Low,Carpet_Candy,Picnic_Cooler,23,37,-14,15.53,25.9,-10.37,2,1,1228.45,971.76,2,2,Mouse,Newton_Cradle,Parker_Pen,Beer,1,6.766666667,1.4,6.766666667,5.3
5352,32,221,1,32,ll,Low,Low,Carpet_Candy,Pasta_Strainer,23,32,-9,15.53,22,-6.47,2,1,1322.67,1154.08,2,1,Gold_USB,Mouse,Coffee_Machine,Parker_Pen,1,3.466666667,6.766666667,4.966666667,6.766666667
5353,33,221,1,33,Hh,High,Low,Sleeping_Bag,Kinder,31,27,4,21.67,20.73,0.93,1,1,1260.24,869.76,3,2,Thermos,Heat_Blower,Parker_Pen,Beer,1,29.36666667,30,6.766666667,5.3
5354,35,221,1,35,Hh,Low,High,Kettle,Pulse_Clock,12,44,-32,9.6,27,-17.4,2,1,815.49,974.89,3,3,Gold_USB,Mouse,Electric_Toothbrush,Vodka,1,3.466666667,6.766666667,29.4,29.93333333
5355,36,221,1,36,ll,Low,Low,Carpet_Candy,Pointer,23,36,-13,15.53,25.07,-9.53,2,1,1257.9,931.36,2,1,Coffee_Machine,Gold_USB,Beer,Mouse,1,4.966666667,3.466666667,5.3,6.766666667
5356,37,221,1,37,ll,Low,Low,Pointer,Portable_Speaker,36,48,-12,25.07,27.93,-2.87,1,0,729.12,1182.8,2,1,Tea_Box,Gold_USB,Parker_Pen,Mouse,1,7.966666667,3.466666667,6.766666667,6.766666667
5357,38,221,1,38,hh,High,High,Kettle,Pulse_Clock,12,44,-32,9.6,27,-17.4,2,1,812.16,1044.11,2,1,Heat_Blower,Battery,Battery,Electric_Toothbrush,1,30,29.76666667,29.76666667,29.4
5358,39,221,1,39,Hl,Low,High,Head_Lamp,Melon_Cutter,30,20,10,21.63,13.9,7.73,2,0,1270.72,1168.18,1,2,Gold_USB,Coffee_Machine,Stove,Vodka,1,3.466666667,4.966666667,29.26666667,29.93333333
5359,40,221,1,40,Hl,Low,High,Women_Hairblower,Fan,40,35,5,26.63,23.97,2.67,2,0,1181.13,905.34,2,3,Mouse,Beer,Vodka,Heat_Blower,1,6.766666667,5.3,29.93333333,30
5360,41,221,1,41,Hl,High,Low,Kinder,Portable_Speaker,27,48,-21,20.73,27.93,-7.2,2,1,1058.23,919.87,1,3,Toaster,Earphones,Gold_USB,Mouse,1,30,29.16666667,3.466666667,6.766666667
5361,42,221,1,42,hh,High,High,Sushi_Kit,Body_Scale,43,38,5,26.8,26.2,0.6,1,1,1257.97,1058.42,3,3,Electric_Toothbrush,Vodka,Battery,Stove,1,29.4,29.93333333,29.76666667,29.26666667
5362,43,221,1,43,hh,High,High,Computer_Tray,Wine,19,33,-14,12.8,22.3,-9.5,2,1,1235.39,963.82,1,1,Thermos,Electric_Toothbrush,Toaster,Electric_Toothbrush,1,29.36666667,29.4,30,29.4
5363,44,221,1,44,hh,High,High,Carpet_Candy,Pasta_Strainer,23,32,-9,15.53,22,-6.47,2,1,1168.66,910.56,2,2,Toaster,Heat_Blower,Toaster,Stove,1,30,30,30,29.26666667
5364,45,221,1,45,hh,High,High,Matress_Folded,White_Wine,25,22,3,17.2,15.03,2.17,1,1,1286.11,1017.83,3,2,Thermos,Vodka,Toaster,Battery,1,29.36666667,29.93333333,30,29.76666667
5365,46,221,1,46,Hl,High,Low,Pointer,Portable_Speaker,36,48,-12,25.07,27.93,-2.87,2,1,1196.49,1159.86,1,3,Stove,Heat_Blower,Tea_Box,Gold_USB,1,29.26666667,30,7.966666667,3.466666667
5366,47,221,1,47,Hh,High,Low,Camping_Burner,Carpet_Candy,34,23,11,22.53,15.53,7,1,1,970.18,1060.95,1,1,Electric_Toothbrush,Vodka,Beer,Mouse,1,29.4,29.93333333,5.3,6.766666667
5367,48,221,1,48,Hl,High,Low,Kinder,Camping_Burner,27,34,-7,20.73,22.53,-1.8,2,1,785.84,1038.28,1,2,Electric_Toothbrush,Heat_Blower,Newton_Cradle,Beer,1,29.4,30,1.4,5.3
5368,49,221,1,49,Hl,High,Low,Pasta_Strainer,Pulse_Clock,32,44,-12,22,27,-5,1,0,1259.63,1099.19,2,1,Toaster,Stove,Beer,Tea_Box,1,30,29.26666667,5.3,7.966666667
5369,51,221,1,51,hh,High,High,Carpet_Candy,Picnic_Cooler,23,37,-14,15.53,25.9,-10.37,2,1,881.44,957.19,2,1,Battery,Heat_Blower,Electric_Toothbrush,Stove,1,29.76666667,30,29.4,29.26666667
5370,52,221,1,52,Hh,High,Low,Pizza,White_Wine,39,22,17,26.3,15.03,11.27,1,1,690.56,832.49,3,3,Toaster,Stove,Beer,Parker_Pen,1,30,29.26666667,5.3,6.766666667
5371,53,221,1,53,ll,Low,Low,Pasta_Strainer,Computer_Tray,32,19,13,22,12.8,9.2,1,1,1399.19,987.44,2,3,Gold_USB,Coffee_Machine,Gold_USB,Beer,1,3.466666667,4.966666667,3.466666667,5.3
5372,54,221,1,54,Hh,High,Low,Camping_Burner,Kinder,34,27,7,22.53,20.73,1.8,1,1,1129.78,1115.3,1,1,Electric_Toothbrush,Battery,Backpack,Coffee_Machine,1,29.4,29.76666667,7.333333333,4.966666667
5373,55,221,1,55,ll,Low,Low,Head_Lamp,Pringles,30,10,20,21.63,9.2,12.43,1,1,1464.47,823.25,2,3,Parker_Pen,Coffee_Machine,Gold_USB,Tea_Box,1,6.766666667,4.966666667,3.466666667,7.966666667
5374,56,221,1,56,Hl,Low,High,Chef_Knife,Fan,42,35,7,26.77,23.97,2.8,1,1,1173.16,1159.36,1,1,Backpack,Mouse,Stove,Vodka,1,7.333333333,6.766666667,29.26666667,29.93333333
5375,57,221,1,57,Hl,Low,High,Camping_Burner,Head_Lamp,34,30,4,22.53,21.63,0.9,2,0,972.91,1107.01,1,2,Gold_USB,Newton_Cradle,Earphones,Battery,1,3.466666667,1.4,29.16666667,29.76666667
5376,58,221,1,58,ll,Low,Low,Women_Hairblower,Kinder,40,27,13,26.63,20.73,5.9,1,1,756.79,847.12,2,3,Mouse,Newton_Cradle,Newton_Cradle,Mouse,1,6.766666667,1.4,1.4,6.766666667
5377,59,221,1,59,Hl,High,Low,Computer_Tray,Wine,19,33,-14,12.8,22.3,-9.5,2,1,914.33,879.31,2,3,Thermos,Vodka,Tea_Box,Mouse,1,29.36666667,29.93333333,7.966666667,6.766666667
5378,60,221,1,60,Hl,High,Low,Fan,Pulse_Clock,35,44,-9,23.97,27,-3.03,2,1,933.72,1008.95,3,3,Stove,Toaster,Gold_USB,Newton_Cradle,1,29.26666667,30,3.466666667,1.4
5379,61,221,1,61,Hh,High,Low,Portable_Speaker,Wine,48,33,15,27.93,22.3,5.63,1,1,1055.65,1135.49,3,2,Thermos,Heat_Blower,Newton_Cradle,Parker_Pen,1,29.36666667,30,1.4,6.766666667
5380,62,221,1,62,hh,High,High,Cake,Women_Hairblower,28,40,-12,21.03,26.63,-5.6,2,1,927.06,1026.79,2,2,Vodka,Stove,Electric_Toothbrush,Earphones,1,29.93333333,29.26666667,29.4,29.16666667
5381,63,221,1,63,Hh,Low,High,Cake,Women_Hairblower,28,40,-12,21.03,26.63,-5.6,2,1,1334.77,1136.6,2,2,Beer,Mouse,Battery,Stove,1,5.3,6.766666667,29.76666667,29.26666667
5382,64,221,1,64,Hl,Low,High,Head_Lamp,Carpet_Candy,30,23,7,21.63,15.53,6.1,1,1,1242.7,927.68,1,3,Tea_Box,Gold_USB,Earphones,Electric_Toothbrush,1,7.966666667,3.466666667,29.16666667,29.4
5383,65,221,1,65,Hh,High,Low,Mentos,Stormtrooper_USB,21,13,8,14.4,10.43,3.97,2,0,1101.35,940.86,3,3,Vodka,Toaster,Backpack,Newton_Cradle,1,29.93333333,30,7.333333333,1.4
5384,66,221,1,66,Hl,High,Low,Penknife,Mentos,11,21,-10,9.53,14.4,-4.87,1,0,1120.49,835.84,1,2,Thermos,Electric_Toothbrush,Gold_USB,Beer,1,29.36666667,29.4,3.466666667,5.3
5385,67,221,1,67,Hl,High,Low,Cake,Women_Hairblower,28,40,-12,21.03,26.63,-5.6,2,1,1133.22,1043.53,1,3,Thermos,Heat_Blower,Mouse,Backpack,1,29.36666667,30,6.766666667,7.333333333
5386,69,221,1,69,hh,High,High,Bottle,Camping_Chair,18,46,-28,12.23,27.17,-14.93,2,1,876.15,1164.82,2,2,Vodka,Stove,Vodka,Heat_Blower,1,29.93333333,29.26666667,29.93333333,30
5387,70,221,1,70,ll,Low,Low,Kettle,Pulse_Clock,12,44,-32,9.6,27,-17.4,1,0,746.91,898.67,2,2,Coffee_Machine,Mouse,Gold_USB,Coffee_Machine,1,4.966666667,6.766666667,3.466666667,4.966666667
5388,71,221,1,71,Hh,Low,High,Measuring_Tape,Flight_Pillow,9,15,-6,8.93,10.93,-2,2,1,1032.4,1004.05,2,2,Beer,Coffee_Machine,Thermos,Battery,1,5.3,4.966666667,29.36666667,29.76666667
5389,72,221,1,72,ll,Low,Low,Flight_Pillow,Flashlight,15,29,-14,10.93,21.23,-10.3,1,0,1074.22,931.02,1,1,Newton_Cradle,Coffee_Machine,Newton_Cradle,Mouse,1,1.4,4.966666667,1.4,6.766666667
5390,73,221,1,73,Hh,Low,High,Carpet_Candy,Picnic_Cooler,23,37,-14,15.53,25.9,-10.37,2,1,984.92,1072.8,2,2,Beer,Coffee_Machine,Vodka,Toaster,1,5.3,4.966666667,29.93333333,30
5391,74,221,1,74,Hh,Low,High,Matress_Folded,Cake,25,28,-3,17.2,21.03,-3.83,2,1,1142.73,843.8,2,3,Coffee_Machine,Parker_Pen,Vodka,Earphones,1,4.966666667,6.766666667,29.93333333,29.16666667
5392,75,221,1,75,Hh,Low,High,Pasta_Strainer,Pulse_Clock,32,44,-12,22,27,-5,2,1,585.16,1054.85,1,3,Beer,Coffee_Machine,Electric_Toothbrush,Battery,1,5.3,4.966666667,29.4,29.76666667
5393,76,221,1,76,Hl,High,Low,Matress_Folded,Wine,25,33,-8,17.2,22.3,-5.1,2,1,945.03,981.19,2,3,Earphones,Heat_Blower,Gold_USB,Backpack,1,29.16666667,30,3.466666667,7.333333333
5394,77,221,1,77,Hl,Low,High,Pan,Flashlight,45,29,16,27.03,21.23,5.8,1,1,735,926.95,3,2,Parker_Pen,Backpack,Battery,Heat_Blower,1,6.766666667,7.333333333,29.76666667,30
5395,78,221,1,78,Hh,Low,High,Calculator,Portable_Speaker,24,48,-24,17.13,27.93,-10.8,2,1,1020.35,841.27,1,1,Coffee_Machine,Gold_USB,Vodka,Battery,1,4.966666667,3.466666667,29.93333333,29.76666667
5396,80,221,1,80,Hh,High,Low,Shaving_Machine,Penknife,26,11,15,19.7,9.53,10.17,1,1,1175.97,930.04,3,2,Earphones,Battery,Coffee_Machine,Gold_USB,1,29.16666667,29.76666667,4.966666667,3.466666667
5397,81,221,1,81,ll,Low,Low,Penknife,Pringles,11,10,1,9.53,9.2,0.33,1,1,915.49,1093.72,2,3,Coffee_Machine,Backpack,Parker_Pen,Mouse,1,4.966666667,7.333333333,6.766666667,6.766666667
5398,82,221,1,82,Hh,Low,High,Erasable_Board,Bottle,16,18,-2,10.97,12.23,-1.27,2,1,951.77,1171.42,3,3,Mouse,Tea_Box,Thermos,Battery,1,6.766666667,7.966666667,29.36666667,29.76666667
5399,83,221,1,83,Hh,Low,High,Body_Scale,Sushi_Kit,38,43,-5,26.2,26.8,-0.6,1,0,973.08,930.05,1,1,Beer,Gold_USB,Electric_Toothbrush,Thermos,1,5.3,3.466666667,29.4,29.36666667
5400,84,221,1,84,Hl,High,Low,Carpet_Candy,Pasta_Strainer,23,32,-9,15.53,22,-6.47,2,1,802.1,1133.46,1,1,Electric_Toothbrush,Thermos,Coffee_Machine,Backpack,1,29.4,29.36666667,4.966666667,7.333333333
5401,85,221,1,85,hh,High,High,Computer_Tray,Pasta_Strainer,19,32,-13,12.8,22,-9.2,2,1,465.65,982.23,3,3,Stove,Toaster,Toaster,Stove,1,29.26666667,30,30,29.26666667
5402,86,221,1,86,Hh,Low,High,Women_Hairblower,Camping_Chair,40,46,-6,26.63,27.17,-0.53,1,0,996.94,1139.38,1,1,Mouse,Beer,Heat_Blower,Toaster,1,6.766666667,5.3,30,30
5403,87,221,1,87,ll,Low,Low,Wine,Computer_Tray,33,19,14,22.3,12.8,9.5,1,1,622.34,1178.23,1,2,Tea_Box,Newton_Cradle,Backpack,Coffee_Machine,1,7.966666667,1.4,7.333333333,4.966666667
5404,88,221,1,88,Hh,Low,High,Carpet_Candy,Head_Lamp,23,30,-7,15.53,21.63,-6.1,2,1,703.09,1135.59,3,1,Gold_USB,Parker_Pen,Vodka,Earphones,1,3.466666667,6.766666667,29.93333333,29.16666667
5405,89,221,1,89,Hh,High,Low,Bottle,Measuring_Tape,18,9,9,12.23,8.93,3.3,1,1,1111.05,1029.65,3,3,Stove,Thermos,Tea_Box,Parker_Pen,1,29.26666667,29.36666667,7.966666667,6.766666667
5406,90,221,1,90,Hl,Low,High,Body_Scale,Sleeping_Bag,38,31,7,26.2,21.67,4.53,2,0,942.01,1150.99,2,2,Tea_Box,Coffee_Machine,Heat_Blower,Earphones,1,7.966666667,4.966666667,30,29.16666667
5407,91,221,2,1,hh,High,High,Erasable_Board,Bottle,16,18,-2,10.97,12.23,-1.27,2,1,978.35,1054.83,2,1,Electric_Toothbrush,Stove,Stove,Vodka,1,29.4,29.26666667,29.26666667,29.93333333
5408,92,221,2,2,hh,High,High,Flashlight,Pan,29,45,-16,21.23,27.03,-5.8,2,1,1492.38,880.66,1,2,Earphones,Vodka,Earphones,Heat_Blower,1,29.16666667,29.93333333,29.16666667,30
5409,93,221,2,3,Hl,High,Low,Women_Hairblower,Camping_Chair,40,46,-6,26.63,27.17,-0.53,1,0,963.58,1014.31,2,1,Toaster,Electric_Toothbrush,Beer,Gold_USB,1,30,29.4,5.3,3.466666667
5410,94,221,2,4,Hh,Low,High,Pasta_Strainer,Picnic_Cooler,32,37,-5,22,25.9,-3.9,1,0,718.49,1013.55,1,2,Gold_USB,Newton_Cradle,Battery,Thermos,1,3.466666667,1.4,29.76666667,29.36666667
5411,95,221,2,5,ll,Low,Low,Calculator,Portable_Speaker,24,48,-24,17.13,27.93,-10.8,2,1,1085.35,862.16,3,2,Tea_Box,Gold_USB,Tea_Box,Newton_Cradle,1,7.966666667,3.466666667,7.966666667,1.4
5412,96,221,2,6,Hh,High,Low,Chef_Knife,Fan,42,35,7,26.77,23.97,2.8,1,1,1051.51,820.85,2,2,Heat_Blower,Electric_Toothbrush,Beer,Tea_Box,1,30,29.4,5.3,7.966666667
5413,97,221,2,7,Hl,Low,High,Pasta_Strainer,Cake,32,28,4,22,21.03,0.97,1,1,1010.46,1191.62,2,2,Coffee_Machine,Tea_Box,Battery,Stove,1,4.966666667,7.966666667,29.76666667,29.26666667
5414,98,221,2,8,hh,High,High,Pulse_Clock,Pasta_Strainer,44,32,12,27,22,5,1,1,606.55,1066.77,1,1,Electric_Toothbrush,Thermos,Electric_Toothbrush,Thermos,1,29.4,29.36666667,29.4,29.36666667
5415,99,221,2,9,Hh,Low,High,Fan,Pulse_Clock,35,44,-9,23.97,27,-3.03,2,1,809.72,993.71,3,2,Coffee_Machine,Tea_Box,Stove,Battery,1,4.966666667,7.966666667,29.26666667,29.76666667
5416,100,221,2,10,Hl,Low,High,Body_Scale,Flashlight,38,29,9,26.2,21.23,4.97,1,1,819.34,900.73,2,3,Beer,Backpack,Stove,Earphones,1,5.3,7.333333333,29.26666667,29.16666667
5417,101,221,2,11,Hh,High,Low,Camping_Chair,Women_Hairblower,46,40,6,27.17,26.63,0.53,1,1,1212.98,1117.36,2,2,Battery,Stove,Coffee_Machine,Gold_USB,1,29.76666667,29.26666667,4.966666667,3.466666667
5418,102,221,2,12,Hl,Low,High,Penknife,Pringles,11,10,1,9.53,9.2,0.33,1,1,1096.99,1108.6,2,1,Backpack,Coffee_Machine,Heat_Blower,Thermos,1,7.333333333,4.966666667,30,29.36666667
5419,103,221,2,13,Hh,Low,High,Matress_Folded,Wine,25,33,-8,17.2,22.3,-5.1,2,1,1171.67,1152.03,2,2,Tea_Box,Backpack,Heat_Blower,Thermos,1,7.966666667,7.333333333,30,29.36666667
5420,104,221,2,14,Hl,High,Low,Matress_Folded,Cake,25,28,-3,17.2,21.03,-3.83,2,1,1130.08,1084.6,2,1,Heat_Blower,Thermos,Parker_Pen,Gold_USB,1,30,29.36666667,6.766666667,3.466666667
5421,105,221,2,15,Hl,High,Low,Box_Pig,Wine,14,33,-19,10.93,22.3,-11.37,1,0,1160.44,930.51,2,1,Vodka,Battery,Tea_Box,Coffee_Machine,1,29.93333333,29.76666667,7.966666667,4.966666667
5422,106,221,2,16,ll,Low,Low,Pan,Flashlight,45,29,16,27.03,21.23,5.8,1,1,867.39,978.77,2,3,Tea_Box,Beer,Newton_Cradle,Backpack,1,7.966666667,5.3,1.4,7.333333333
5423,107,221,2,17,hh,High,High,Box_Pig,Calculator,14,24,-10,10.93,17.13,-6.2,1,0,797.98,1137.32,1,2,Vodka,Electric_Toothbrush,Thermos,Toaster,1,29.93333333,29.4,29.36666667,30
5424,108,221,2,18,Hh,High,Low,Mentos,Penknife,21,11,10,14.4,9.53,4.87,2,0,1263.27,1132.45,3,2,Electric_Toothbrush,Battery,Mouse,Beer,1,29.4,29.76666667,6.766666667,5.3
5425,109,221,2,19,Hl,High,Low,Mentos,Iron,21,47,-26,14.4,27.7,-13.3,2,1,727.24,894.48,3,3,Toaster,Electric_Toothbrush,Backpack,Mouse,1,30,29.4,7.333333333,6.766666667
5426,110,221,2,20,Hl,High,Low,Chocolate,Kinder,17,27,-10,11.03,20.73,-9.7,1,0,983.9,1048.64,3,3,Thermos,Earphones,Parker_Pen,Beer,1,29.36666667,29.16666667,6.766666667,5.3
5427,111,221,2,21,Hh,Low,High,Fan,Iron,35,47,-12,23.97,27.7,-3.73,2,1,1432.63,900.98,3,3,Coffee_Machine,Backpack,Stove,Battery,1,4.966666667,7.333333333,29.26666667,29.76666667
5428,112,221,2,22,Hh,High,Low,Table_Lamp,Head_Lamp,41,30,11,26.77,21.63,5.13,1,1,1311.77,1166.46,2,1,Electric_Toothbrush,Battery,Parker_Pen,Newton_Cradle,1,29.4,29.76666667,6.766666667,1.4
5429,113,221,2,23,Hl,Low,High,Matress_Folded,White_Wine,25,22,3,17.2,15.03,2.17,1,1,1164.25,1096.29,2,3,Gold_USB,Backpack,Thermos,Electric_Toothbrush,1,3.466666667,7.333333333,29.36666667,29.4
5430,114,221,2,24,Hh,Low,High,Pointer,Portable_Speaker,36,48,-12,25.07,27.93,-2.87,2,1,849.74,858.89,2,3,Newton_Cradle,Parker_Pen,Thermos,Stove,1,1.4,6.766666667,29.36666667,29.26666667
5431,115,221,2,25,Hl,High,Low,Kettle,Pulse_Clock,12,44,-32,9.6,27,-17.4,2,1,1101.45,871.72,3,1,Heat_Blower,Thermos,Tea_Box,Mouse,1,30,29.36666667,7.966666667,6.766666667
5432,117,221,2,27,hh,High,High,Shaving_Machine,Penknife,26,11,15,19.7,9.53,10.17,1,1,1103.83,879.66,3,1,Stove,Vodka,Thermos,Earphones,1,29.26666667,29.93333333,29.36666667,29.16666667
5433,118,221,2,28,ll,Low,Low,Bottle,Pointer,18,36,-18,12.23,25.07,-12.83,2,1,1109.02,951.47,2,1,Beer,Gold_USB,Mouse,Backpack,1,5.3,3.466666667,6.766666667,7.333333333
5434,119,221,2,29,hh,High,High,Shaving_Machine,Pointer,26,36,-10,19.7,25.07,-5.37,2,1,1360.97,858.44,1,3,Electric_Toothbrush,Toaster,Battery,Vodka,1,29.4,30,29.76666667,29.93333333
5435,120,221,2,30,Hh,Low,High,Flight_Pillow,Pan,15,45,-30,10.93,27.03,-16.1,2,1,1468.92,805.32,2,1,Parker_Pen,Newton_Cradle,Electric_Toothbrush,Earphones,1,6.766666667,1.4,29.4,29.16666667
5436,121,221,2,31,Hh,Low,High,Carpet_Candy,Pointer,23,36,-13,15.53,25.07,-9.53,2,1,1389.86,806.02,2,1,Gold_USB,Coffee_Machine,Vodka,Thermos,1,3.466666667,4.966666667,29.93333333,29.36666667
5437,122,221,2,32,Hl,Low,High,Table_Lamp,Head_Lamp,41,30,11,26.77,21.63,5.13,1,1,1324.28,854.38,2,3,Backpack,Coffee_Machine,Stove,Vodka,1,7.333333333,4.966666667,29.26666667,29.93333333
5438,123,221,2,33,Hl,High,Low,Pringles,Head_Lamp,10,30,-20,9.2,21.63,-12.43,2,1,995.08,1134.87,3,1,Thermos,Toaster,Backpack,Gold_USB,1,29.36666667,30,7.333333333,3.466666667
